,tokens,id,date,NER_labels,sentiment_labels,categ_labels
40,"['Wait' 'did' 'the' 'Bengals' 'just' 'lose' 'the' 'challenge' '{@NFL@}'
 'FIX' 'YOUR' 'REFS']",1185978288486977538,2019-10-20,"['O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O']",negative,LABEL_1
41,"['I' '’d' 'feel' 'safe' 'at' 'any' 'bar' 'if' 'we' 'had' 'Aaron'
 'Hernandez' '{{USERNAME}}' '{{USERNAME}}']",1219009816762470401,2020-01-19,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O']",positive,LABEL_0
42,"['Two' 'more' 'W' '’s' 'today' 'and' 'the' 'u-19' 'Breakers' 'head' 'to'
 'the' 'State' 'Championship' 'finals' 'vs' 'the' '{{USERNAME}}' '.'
 'Great' 'game' ',' 'tickets' 'almost' 'sold' 'out' '!' '{{USERNAME}}'
 '{{USERNAME}}' '{{USERNAME}}' '{{USERNAME}}']",1200982143658340353,2019-12-01,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'B-group', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_1
43,"['Dave' ':' 'I' 'do' 'n’t' 'blame' '{@Peoples Champ@}' 'for'
 'disregarding' 'the' 'remaining' 'time' 'in' 'the' 'fight' '..' '.'
 'Time' 'does' 'not' 'apply' 'to' 'that' 'man' '.' '#' 'UFC248']",1236562006011867137,2020-03-08,"['B-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event']",negative,LABEL_1
44,"['I' 'love' 'how' '{{USERNAME}}' 'and' 'I' 'scream' 'about' 'GOT7' 'every'
 'day' 'and' 'send' 'each' 'other' 'seriously' 'some' 'of' 'the' 'most'
 'ridiculous' 'things' '.' 'It' '’s' 'one' 'of' 'the' 'best' 'things'
 'about' 'logging' 'onto' 'this' 'app' 'I' 'SWEAR']",1180692494725439488,2019-10-06,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
45,"['The' 'Clippers' 'woke' 'up' 'George' 'woke' 'up' 'and' 'this' 'is' 'how'
 'u' 'win' ',' 'no' 'one' 'has' 'a' 'shot' 'to' 'win' 'when' 'you' 'give'
 'up' '154pts' '{{USERNAME}}' 'as' 'our' 'Raps' 'did' 'the' 'last' 'game'
 'when' 'they' 'smoked' 'the' 'Nets' '.' '{@Blake Murphy@}']",1298469094610677760,2020-08-26,"['O', 'B-group', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'B-person']",neutral,LABEL_1
46,"['Did' 'you' 'get' 'your' 'party' 'supplies' 'for' 'the' 'game' 'tonight'
 '{{USERNAME}}' '?']",1224088912156667906,2020-02-02,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'O', 'O', 'O']",neutral,LABEL_3
47,"['Aldrick' 'Rosas' 'is' 'brutal' '.' 'Our' '{{USERNAME}}' 'correctly'
 'points' 'out' 'how' 'infuriating' 'to' 'see' 'that' 'smile' 'after' ','
 'too' '.' 'I' 'ca' 'n’t' 'remember' 'going' 'from' 'loving' 'a' 'guy'
 'to' 'hating' 'one' 'so' 'much' ',' 'so' 'fast' '.' '#' 'GMENHQ' '#'
 'GiantsPride']",1193618784399036417,2019-11-10,"['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event']",negative,LABEL_1
48,"['Remember' 'when' '{@Taylor Swift@}' 'brought' 'out' 'a' 'different'
 'singer' 'EVERY' 'single' 'night' 'of' 'her' '1989' 'tour' '....' '.'
 'yeah' 'I' 'miss' 'that' '.']",1193376303673724928,2019-11-10,"['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
49,"['The' 'Gujarat' 'model' 'is' 'the' 'model' 'of' 'the' 'educated'
 'unemployment' 'Here' 'the' 'government' 'recruitment' 'is' 'stop' '!!'
 '#' 'ResumeGujRecruits' '{@CMO Gujarat@}' '{@Gujarat Youth Congress@}'
 '{@PMO India@}']",1267002842373517312,2020-05-31,"['O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-corporation', 'B-person']",negative,LABEL_2
50,"['Year' ""'s"" 'Earliest' 'Sunset' 'Not' 'on' 'the' 'Winter' 'Solstice'
 '{{URL}}' 'via' '{@Twitter API@}']",1208566187375955968,2019-12-22,"['B-event', 'O', 'O', 'I-event', 'O', 'O', 'O', 'B-event', 'I-event', 'O', 'O', 'B-product']",neutral,LABEL_3
51,"['The' 'Catholic' 'Church' 'in' 'the' 'United' 'States' 'does' 'not'
 'have' 'its' 'own' 'public' ',' 'centralized' 'version' 'of' 'the'
 'diocesan' 'lists' 'of' '“' 'credibly' 'accused’' 'priests' '.' 'But'
 '{@ProPublica@}' 'does' ':' '{{URL}}']",1259482105823866880,2020-05-10,"['O', 'B-group', 'I-group', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O']",neutral,LABEL_3
52,"['Congratulations' '{@TYSON FURY@}' 'Deontay' 'Wilder' 'showed' 'a' 'lot'
 'of' 'heart' 'RESPECT' '.' '@' 'Nairobi' '{{URL}}']",1231457590254678016,2020-02-23,"['O', 'B-person', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']",positive,LABEL_3
53,"['#' 'TrumpIsALoser' '{{USERNAME}}' 'ratings' 'plummeting' '.' 'How'
 'many' 'more' 'lives' 'will' 'be' 'taken' 'before' 'Rs' 'realize' 'what'
 'he' 'has' 'done' 'to' 'our' 'country']",1249184623223099392,2020-04-12,"['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_2
54,"['The' 'most' 'effective' 'individual' 'steps' 'to' 'tackle' 'climate'
 'change' 'are' ""n't"" 'being' 'discussed' '{{URL}}' 'via' '{@Phys.org@}']",1176948063073492992,2019-09-25,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']",neutral,LABEL_3
55,"['Mike' 'Perry' 'feels' ""'"" 'like' 'a' ""dumbass'"" 'following' '90-second'
 'loss' 'at' 'UFC' '245' '{@MMA Junkie@}' '{{URL}}']",1206361729283674113,2019-12-15,"['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'B-product', 'O']",negative,LABEL_1
56,"['Looking' 'forward' 'to' 'meeting' 'with' 'both' 'the'
 '{@Irish Medical Organisation@}' '&' 'the' '{{USERNAME}}' 'in' 'the'
 'next' 'few' 'days' 'on' 'the' 'new' 'consultant' 'contract' 'proposals'
 'and' 'how' 'we' 'can' 'work' 'together' 'to' 'help' 'recruit' 'and'
 'retain' 'more' 'doctors' 'in' 'the' 'Public' 'Health' 'Service' '.' 'I'
 'want' 'to' 'fill' 'all' 'vacancies' '&' 'hire' '1000' 'more' '.' 'Vital'
 '.']",1213942863475679232,2020-01-05,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-corporation', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
57,"['Check' 'out' 'Legend' 'of' 'Suheldev' ':' 'The' 'King' 'Who' 'Saved'
 'India' 'by' 'Amish' '{{URL}}' 'via' '{@Amazon India@}'
 '{@Amish Tripathi@}' '#' '1Best' 'Seller' 'in' 'Indian' 'Writing' '#'
 'SundayMorning']",1277089047882510336,2020-06-28,"['O', 'O', 'B-creative_work', 'I-creative_work', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'B-person', 'O', 'O', 'B-corporation', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
58,"['Check' 'out' 'my' 'new' 'album' '""' 'Jahnoi' 'Productions' 'Volume' '1'
 '""' 'distributed' 'by' '{@DistroKid@}' 'and' 'live' 'on' 'Apple' 'Music'
 '!' '{{URL}}']",1188483303843782658,2019-10-27,"['O', 'O', 'O', 'O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O']",positive,LABEL_3
59,"['Wishing' 'all' 'My' 'Muslim' 'Family' ',' 'Brothers' '&' 'Sisters' 'a'
 'very' 'Happy' 'Wala' 'Eid' 'Mubarak' '....' '.' 'A' 'small' 'brief'
 'about' 'the' 'Festival' 'of' 'Eid' 'al-Fitr' 'By' '{{USERNAME}}' '*'
 'What' 'is' 'Eid' 'al-Fitr' '?*' 'Eid' 'al-Fitr' 'means' '""' 'festival'
 'of' 'breaking' 'the' '…' '{{URL}}']",1264675292540358656,2020-05-24,"['O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'I-group', 'O', 'O', 'O', 'B-event', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'O', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_0
60,"['Wk' '2' ':' 'The' 'Steelers' 'lose' 'to' 'division' 'rivals' 'the'
 'browns' '24-3' '.' 'It' 'was' 'a' 'really' 'slow' 'day' 'for' 'the'
 'offense' '.' 'Daniel' 'Jones' 'was' '13' '/' '21' 'for' '146' 'yds' ','
 '0' 'TDs' 'and' '2' 'INTs' '.' 'Peyton' 'barber' 'played' 'well' 'with'
 '80' 'yds' 'on' '7' 'carries' '.' '{{USERNAME}}' '{{USERNAME}}']",1196569200673873920,2019-11-18,"['O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'B-group', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_1
61,"['#' 'ufc246' 'McGregor' 'VS' 'Cowboy' 'reminds' 'me' 'of' 'the'
 '{@Mike Tyson@}' 'fights' 'back' 'in' 'the' 'days' 'where' 'his'
 'matches' 'were' 'within' 'seconds' '.' 'Back' 'in' 'the' 'days'
 '{@HBOboxing@}' 'was' 'making' 'a' 'killing' 'with' 'his' 'matches']",1218864297037582341,2020-01-19,"['O', 'O', 'B-person', 'O', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_1
62,"['UNICEF' 'recognises' 'that' '#' 'children' 'are' 'least' 'responsible'
 'for' 'causing' '#' 'ClimateChange' ',' 'but' 'will' 'bear' 'its'
 'impacts' 'most' 'sharply' '.' '{@UNICEF@}' 'lines' 'up' 'with' 'the' '#'
 'IPCC' 'in' 'saying' 'that' 'we' 'only' 'have' '11' 'years' 'remaining'
 'to' 'cap' 'warming' 'levels' 'to' '1.5' 'degrees' '.' 'Read' 'more'
 'below' '{{URL}}']",1177129729721274368,2019-09-26,"['B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
63,"['I' 'ca' ""n't"" 'see' 'them' 'crying' 'I' 'was' 'so' 'focused' 'on' 'the'
 'caption' 'that' 'I' 'did' ""n't"" 'see' 'when' 'she' 'started' 'crying'
 '..' '.' 'when' 'i' 'realized' 'that' 'her' 'voice' 'was' 'a' 'little'
 'different' 'and' 'i' 'looked' 'at' 'her' 'face' 'my' 'heart' 'got' 'so'
 'tight' 'I' 'love' 'you' 'sooooo' 'much' 'Somin' '{@KARD@}' '#' 'Somin'
 '#' 'KARD']",1292127274821726210,2020-08-08,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person']",neutral,LABEL_3
64,"['The' '{@DC Defenders@}' 'are' 'the' 'best' 'team' 'in' 'the' 'XFL' '.'
 'What' 'a' 'clinic' 'they' 'put' 'on' 'these' 'last' 'two' 'weeks' '.']",1228798402466648070,2020-02-15,"['O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
65,"['Dev' 'on' 'infrastructure' '&' 'production' 'sectors' 'are' 'optimal'
 'avenues' 'for' 'SL' 'economic' 'growth' '.' 'Thanks' 'to' '#' 'UK' ','
 '#' 'Netherlands' '&' '#' 'Denmark' 'gov’ts' 'for' 'the' 'support' 'thru'
 'SDF-II' '.' 'Expansion' '&' 'up-scaling' 'projects' 'are' 'necessarily'
 'for' 'balanced' '&' 'sustainable' 'Dev' '{{USERNAME}}' '{{URL}}']",1279776944398184450,2020-07-05,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-location', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
66,['Happy' 'valentines' 'day' '{{URL}}' 'via' '{{USERNAME}}' '#' 'images'],1228857624684351488,2020-02-16,"['B-event', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
67,"['Remember' 'FC' 'Dallas' 'should' ""'ve"" 'beaten' 'this' 'Seattle' 'team'
 'if' 'it' 'were' ""n't"" 'for' '{@PRO@}' 'and' 'Acosta' 'not' 'knowing'
 'how' 'to' 'play' 'a' 'square' 'ball' '...' '.' '#' 'DTID']",1193649273923088385,2019-11-10,"['O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_1
68,"['#' 'Philippines' ""'s"" '#' 'GDP' 'growth' 'is' 'expected' 'at' '-' '3.8'
 '%' 'in' '2020' 'and' '6.5' '%' 'in' '2021' '–' 'Source' ':' '#'
 'ADOS2020' '(' 'June' '2020' ')' '#' 'PhilippinesEconomy' '#' 'COVID19'
 '{{URL}}' 'via' '{@Asian Development Bank@}']",1294936400765149185,2020-08-16,"['O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation']",neutral,LABEL_2
69,"['xfinity' '{@Music Choice@}' 'my' 'new' 'single' 'is' 'up' 'nation'
 'wide' '.' 'Search' 'for' 'Likshots' '.' 'Take' 'footage' 'and' 'send'
 'it' 'to' 'me' '.' 'I' 'would' 'appreciate' 'it' '.' 'More' 'big'
 'announcements' 'on' 'the' 'way' '.' '{{URL}}']",1180690423628668928,2019-10-06,"['O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
70,"['Back' 'in' 'Gothenburg' 'from' '{{USERNAME}}' 'in' 'Stockholm' '.' 'I'
 'had' 'a' 'great' 'time' 'and' 'there' 'is' 'still' 'some' 'time' 'to'
 'visit' 'it' 'if' 'you' 'have' ""n't"" 'yet' '.' 'If' 'you' 'do' 'I' 'urge'
 'you' 'to' 'check' 'out' 'the' 'comic' '""' 'Sweden' 'vs' 'Aliens' '""'
 'written' 'by' '…' '{{URL}}']",1173203281444790272,2019-09-15,"['O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
71,"['WOMAN' 'S' 'RIGHTS' '=' 'Pence' 'commits' 'resources' 'after' 'Texas'
 'governor' 'notes' 'coronavirus' 'outbreak' ""'s"" ""'"" 'very' 'swift' 'and'
 'very' 'dangerous' 'turn' ""'"" '-' 'Fox' 'News' '{{URL}}' 'via'
 '{@Google News@}']",1277390834661576704,2020-06-28,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'I-corporation', 'O', 'O', 'B-product']",neutral,LABEL_3
72,"['I' 'ca' 'n’t' 'believe' '{@Marshall Mathers@}' 'dropped' 'an' 'album'
 'last' 'night' '.' 'Ca' 'n’t' 'stop' 'listening' '#'
 'MusicToBeMurderedBy' '{{URL}}']",1218710754226069505,2020-01-19,"['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
73,"['New' 'Podcast' '!' '""' 'Browns' 'Blitz' ':' 'Are' 'the' 'Browns'
 'Bullies' '?' 'with' 'Shelley' 'Harcar' '&' 'Nick' 'Pedone' '!""' 'on'
 '{@Spreaker@}' '#' 'afc' '#' 'brownsblitz' '#' 'cleveland' '#'
 'clevelandbrowns' '#' 'nfl' '#' 'nickpedone' '#' 'north' '#' 'ohio' '#'
 'rodbluhm' '#' 'shelleyharcar' '{{URL}}']",1197326333828911104,2019-11-21,"['O', 'O', 'O', 'O', 'B-group', 'I-creative_work', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
74,"['The' '{{USERNAME}}' 'is' 'shocked' '&' 'saddened' 'by' 'the' 'passing'
 'of' 'a' 'family' 'of' '4' 'in' 'ward' '42' ',' 'eMfuleni' 'due' 'to'
 'inhalation' 'of' 'leaked' 'gas' '.' 'We' 'wonder' 'untill' 'when' 'will'
 'the' 'people' 'continue' 'to' 'be' 'subjected' 'to' 'this' 'kind' 'of'
 'human' 'indignity' '.' 'This' 'area' 'has' 'been' 'without'
 'electricity' 'for' 'a' 'year' '.']",1256522330815303680,2020-05-02,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_3
75,"['#' 'FRIPPTOPIA' 'It' ""'s"" 'easy' '{@Rashida Tlaib@}' ';' 'WAIT' 'FOR'
 'THEM' 'TO' 'COMMIT' 'A' 'CRIME' '.' 'Then' ',' 'press' 'formal'
 'charges' ',' 'go' 'to' 'a' 'judge' 'for' 'a' 'warrant' ',' 'then' 'send'
 'the' 'police' '.' '{{URL}}']",1180239546371452928,2019-10-04,"['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_3
76,"['I' 'remember' 'when' 'I' 'used' 'to' 'go' 'to' 'work' 'and'
 '{{USERNAME}}' 'would' 'have' 'a' 'biscuit' 'waiting' 'for' 'me' '.'
 'Sometimes' 'we' 'and' 'cheese' '.' 'Sometimes' 'chicken' '.' 'Those'
 'were' 'the' 'good' 'ole' 'days' '.']",1193678291351277568,2019-11-10,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
77,"['WATCH' '{{USERNAME}}' 'vs' '{@St Kilda FCW@}' 'on' 'the' '#' 'VFLW'
 'website' 'here' ':' '{{URL}}' 'Early' 'lead' 'to' 'the' 'Saints' '.']",1173052768442994690,2019-09-15,"['O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'B-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O']",neutral,LABEL_1
78,"['#' 'NowPlaying' '♫' '#' 'Np' '{@Todd Dulaney@}' '-' 'YOUR' 'GREAT'
 'NAME' '♫' 'at' '{{URL}}' 'Listen' 'LIVE' '{{URL}}' '{{URL}}' 'Wake' 'Up'
 'To' '{@Notorious VOG@}' 'In' 'The' 'Morning' '#' 'NITM' '☕' 'M-F'
 '6:30-11a' ',' '{{USERNAME}}' 'Urban' 'Talk' ',' 'News' ',' 'Laughs' '&'
 'More' '!']",1211285158281785345,2019-12-29,"['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
79,"['Live' 'sports' 'and' 'consistent' 'social' 'justice' 'messessing' '?'
 'Thanks' '{@NBA@}' 'for' 'making' 'social' 'distancing' 'a' 'little'
 'bit' 'better']",1290011954833027073,2020-08-02,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
80,"['Billionaire' 'Philanthropists' 'Lynda' 'and' 'Stewart' 'Resnick' 'Just'
 'Donated' '$' '750' 'Million' 'to' 'Fight' 'Climate' 'Change' '{{URL}}'
 'via' '{@RobbReport@}']",1178004983364509697,2019-09-28,"['O', 'O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-event', 'O', 'O', 'B-product']",neutral,LABEL_3
81,"['M' '&' 'M' 'Sunday' 'Sesh' 'starts' 'now' '!' '{{USERNAME}}' 'talks'
 'about' 'MLB' ""'s"" 'proposal' 'at' '5pm' 'ET' '{@Josh Gross@}' 'breaks'
 'down' 'UFC' '249' 'at' '6' 'pm' 'ET' 'Tell' 'your' 'smart' 'speaker'
 'to' ""'"" 'PLAY' 'CBS' 'Sports' 'Radio' ""'""]",1259573261823811584,2020-05-10,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O']",neutral,LABEL_1
82,"['Morning' 'Coffee' '–' 'Espresso' 'about' 'Security' 'Lock' 'Your'
 'Mobile' 'Devices' '(' 'May' '12' ',' '2020' ')' '#' 'protect'
 '{{USERNAME}}' 'The' 'number' 'one' 'step' 'for' 'protecting' 'your'
 'mobile' 'device' 'is' 'making' 'sure' 'it' 'has' 'a' 'strong' 'passcode'
 'or' 'password' 'lock' 'on' 'it' 'so' 'only' 'you' 'can' 'access' 'it'
 '.' 'To' '…' '{{URL}}']",1260054671848325125,2020-05-12,"['O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
